Species,Latin Name,Year,Queens,Workers,Males,Unknown 
Honeybee,APIS mellifera,2013,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Honeybee,APIS mellifera,2013,0,0,0,1
Honeybee,APIS mellifera,2013,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Shrill Carder,BOMBUS sylvarum,2013,0,1,0,0
Brown-banded Carder,BOMBUS humilis,2013,0,1,0,0
Brown-banded Carder,BOMBUS humilis,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,4,0,0
Brown-banded Carder,BOMBUS humilis,2013,0,1,0,0
Shrill Carder,BOMBUS sylvarum,2013,0,2,0,0
Forest Cuckoo Bumblebee,BOMBUS sylvestris,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,0,2,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,0,3,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,3,0
Honeybee,APIS mellifera,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,4,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,0,3,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,5,0
Honeybee,APIS mellifera,2013,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,2,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2013,0,4,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,2,0
Common Carder,BOMBUS pascuorum,2013,0,0,0,3
Common Carder,BOMBUS pascuorum,2013,0,0,0,4
Common Carder,BOMBUS pascuorum,2013,0,0,0,3
Common Carder,BOMBUS pascuorum,2013,0,1,0,2
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,6,0
Common Carder,BOMBUS pascuorum,2013,0,0,2,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Honeybee,APIS mellifera,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,6,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,27,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,7,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,5,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,0,3,0
Common Carder,BOMBUS pascuorum,2013,1,0,2,0
Common Carder,BOMBUS pascuorum,2013,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Honeybee,APIS mellifera,2013,0,0,0,1
Common Carder,BOMBUS pascuorum,2013,0,0,0,2
Indet. Bee,Bombus sp.,2013,0,0,0,3
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Honeybee,APIS mellifera,2013,0,0,0,1
Common Carder,BOMBUS pascuorum,2013,0,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Tree Bumblebee,BOMBUS hypnorum,2013,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,0,1,0
Garden Bumblebee,BOMBUS hortorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,1,1,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2013,0,1,0,0
Honeybee,APIS mellifera,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,1
Common Carder,BOMBUS pascuorum,2013,0,0,0,4
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,0,1
Honeybee,APIS mellifera,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,2,0,0,0
Honeybee,APIS mellifera,2013,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,0,0,2
Indet. Bee,Bombus sp.,2013,0,0,0,1
Honeybee,APIS mellifera,2013,0,14,0,0
Common Carder,BOMBUS pascuorum,2013,1,7,9,4
Indet. Bee,Bombus sp.,2013,0,0,0,1
Honeybee,APIS mellifera,2013,0,14,2,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2013,0,11,3,3
Tree Bumblebee,BOMBUS hypnorum,2013,0,0,0,1
Indet. Bee,Bombus sp.,2013,0,0,0,2
Common Carder,BOMBUS pascuorum,2013,0,3,12,8
Honeybee,APIS mellifera,2013,0,5,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Honeybee,APIS mellifera,2013,0,3,2,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,1
Tree Bumblebee,BOMBUS hypnorum,2013,0,0,0,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2013,0,1,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,1
Honeybee,APIS mellifera,2013,0,4,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,0,2
Honeybee,APIS mellifera,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,2,0
Indet. Bee,Bombus sp.,2013,0,0,0,3
Honeybee,APIS mellifera,2013,0,10,0,0
Common Carder,BOMBUS pascuorum,2013,0,4,7,3
Indet. Bee,Bombus sp.,2013,0,0,0,1
Tree Bumblebee,BOMBUS hypnorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,7,0,0
Common Carder,BOMBUS pascuorum,2013,1,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,10,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,4,4,0,0
Common Carder,BOMBUS pascuorum,2013,1,7,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Early Bumblebee,BOMBUS pratorum,2013,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,2,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,12,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,3,0,0,0
Garden Bumblebee,BOMBUS hortorum,2013,5,0,0,0
Honeybee,APIS mellifera,2013,0,1,0,0
Garden Bumblebee,BOMBUS hortorum,2013,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,2,18,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,3,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Garden Bumblebee,BOMBUS hortorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,3,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Garden Bumblebee,BOMBUS hortorum,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,2,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,0,2
Indet. Bee,Bombus sp.,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,6,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,1,0
Indet. Bee,Bombus sp.,2013,0,0,0,1
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,4,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,6,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,0,2
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Brown-banded Carder,BOMBUS humilis,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,6,0
Brown-banded Carder,BOMBUS humilis,2013,0,0,2,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,6,0
Brown-banded Carder,BOMBUS humilis,2013,1,0,0,0
Brown-banded Carder,BOMBUS humilis,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,2,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,1,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,1,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Honeybee,APIS mellifera,2013,0,5,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,1,0
Honeybee,APIS mellifera,2013,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Honeybee,APIS mellifera,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,1
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,3,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,4,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,1,2,0,0
Common Carder,BOMBUS pascuorum,2013,1,1,0,0
Common Carder,BOMBUS pascuorum,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,1,2,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,2,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,4,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,2,0,2,0
Common Carder,BOMBUS pascuorum,2013,1,3,0,10
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,2,0,0,1
White/Buff-tailed Bumblebee workers,Bombus lucorum/terrestris,2013,0,1,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,1
Indet. Bee,Bombus sp.,2013,0,0,0,1
Heath Bumblebee,BOMBUS jonellus,2013,0,0,1,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,2,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,1,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Common Carder,BOMBUS pascuorum,2013,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,1,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,1,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,0,0,1,0
Common Carder,BOMBUS pascuorum,2013,0,2,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,3
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,0,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,2,0,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,0,2
Indet. Bee,Bombus sp.,2013,0,0,0,2
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,4,7,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,2,8,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,9,1,0
Buff-tailed Bumblebee,BOMBUS terrestris,2013,1,13,0,0
Common Carder,BOMBUS pascuorum,2013,6,5,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,3,0,0
Common Carder,BOMBUS pascuorum,2013,0,0,1,0
Indet. Bee,Bombus sp.,2013,1,0,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,1,0,0
Indet. Bee,Bombus sp.,2013,0,1,0,1
Buff-tailed Bumblebee,BOMBUS terrestris,2013,0,2,0,0
Common Carder,BOMBUS pascuorum,2013,1,1,0,0
Indet. Bee,Bombus sp.,2013,0,1,0,2
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Indet. Bee,Bombus sp.,2013,0,0,0,4
Indet. Bee,Bombus sp.,2013,0,0,0,1
Indet. Bee,Bombus sp.,2013,0,0,0,1
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,0,0,0,0
Red-tailed Bumblebee,BOMBUS lapidarius,2013,1,0,0,0
a white-tailed bumblebee,BOMBUS lucorum s.l.,2013,1,0,0,0
